_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,RD67,R,DOKKEBI_575,서진,흙의 의식 / -,"‘서진’은 흙의 정령술을 다룰 줄 아는 도깨비였다. 이 역시 ‘표사자’의 가호를 받았기 때문에 가능했다. 흙과 멀지 않은 성질을 가지고 있는 돌이 된 ‘서진’은 영혼이 잠식되어 망각의 돌이 되어도 괜찮겠다고 생각하고 있었다. 하지만 운명의 장난처럼 RD80 ‘종달’이 지나가다 멈춰서고는, 깨어나는 법을 설명하던 중, 초승달 모양의 방망이로 ‘서진’을 두드리게 되었는데, ‘서진’은 원치 않게 새육신을 얻게 되었다.",도깨비,,퐁당,소형,B,https://discord.com/channels/1284335991951200278/1284348145119133796
,RD68,R,DOKKEBI_576,정실,본능의 의식 / -,"‘정실’은 과거 ‘표사자’의 가호를 받아 RD75 ‘완달’과 함께 의식을 물려받고 주도하는 제례장과 같은 도깨비였다. 먼저 육신을 얻은 ‘완달’에게 힌트를 얻어 본인의 특기인 의식을 되뇌였고, 마침내 새육신을 얻게 되었다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284348183148757117
,RD69,R,DOKKEBI_577,막수,물의 의식 / -,"‘막수’ 역시 RD75 ‘완달’의 도움을 받아, 돌의 육신을 본인의 것으로 만드는데에 성공했다. 의식 중 물에 관련된 의식을 마음에 들어했던 ‘막수’는 그것을 마음속에서 되뇌이고 또 되뇌였다. 과거 ‘표사자’의 가호를 받아 물의 정령술을 다룰 수 있었던지라, 새육신을 얻은 그는 물을 다루는 능력이 있다.",도깨비,,퐁당,소형,B,https://discord.com/channels/1284335991951200278/1284348215646228540
,RD70,R,DOKKEBI_578,경진,불의 의식 / -,"‘경진’은 RD75 ‘완달’의 도움을 받아, 돌의 육신을 본인의 것으로 만드는데에 성공했지만 원인을 알 수 없는 돌의 조각이 몸 끝에 붙어 떨어지질 않는다. 과거에는 불의 정령술을 다루었다.",도깨비,,퐁당,소형,C,https://discord.com/channels/1284335991951200278/1284348235879678055
,RD71,R,DOKKEBI_579,시몬,,"‘시몬’은 90프로 이상 돌에 귀속되어 대부분의 기억들이 사라진 상태이지만, 그가 가진 하나의 의지가 감각으로나마 남아 아직 눈을 빛내고 있다. 완전히 망각의 존재가 되지 않게끔 하는 강력한 그 의지는 무엇일까?",돌,,퐁당,중형,D,https://discord.com/channels/1284335991951200278/1284348263104909472
,RD72,R,DOKKEBI_580,동수,,‘동수’는 육신의 돌에서 빠져나와 영혼으로서 자유를 누리는 중이다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348285099835513
,RD73,R,DOKKEBI_581,지음,,"‘지음’은 오래전부터 ‘깨숑’의 팬이었다. 그녀의 평생 소원은 ‘깨숑’을 실제로 한번쯤 봐보는것. 하지만 그 소원을 이루기 전에 전쟁으로 인해 돌에 묶인 영혼 신세가 되어버렸다. 하지만 ‘깨숑’의 진동, 즉 음악을 듣고싶다는 열망으로 육신의 돌의 속박을 탈출하여 자유로운 영혼이 되었다. 하지만 세상이 변하여 ‘깨숑’은 더이상 본인이 추구하던 음악을 하고있지 않았고, 그녀는 그를 보면 행여나 실망할까봐 ‘퐁당’ 밖으로 나서기를 망설이고있다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348301575196714
,RD74,R,DOKKEBI_582,막수,,"‘막수’는 RD75’완달‘의 오른팔이었다. ’완달‘은 새육신을 얻게 되자마자 ’막수‘를 찾아가 그 방법을 알려주었다. 몇 개월 후, ’막수‘의 영혼이 돌의 몸을 뒤덮었지만 아직 완전히 본인의 몸으로 만들지는 못했다. 대신 ‘육신의 가면‘이 생겼는데, 이것이 생기면 새육신을 얻기 전이라는 신호이기도 하다.",영혼,돌,퐁당,중형,D,https://discord.com/channels/1284335991951200278/1284348331820322907
,RD75,R,DOKKEBI_583,완달,본능의 의식 / -,"‘완달’은 QD2 ‘표사자’의 총애를 받는 도깨비였다. 용맹하고 맹렬하여 RD99 ‘성신’과 더불어 ‘표사자’ 곁을 지키는 최측근 도깨비였다. ‘성신’이 상공을 맡는다면, ‘완달’이 지상을 맡는 전략이 주를 이루었으나, 오랜시간 침공을 준비해온 ‘앵두깨비’와 ‘왕도깨비’의 전력에는 당해낼 수 없었다. 몸과 목이 분리가 된 다른 도깨비들처럼 ‘완달’ 또한 왕년에 육신을 잘 다루었다고 해서 돌이 된 육신과 영혼의 싱크를 맞추기는 쉽지 않았다. 아니, 오히려 더 어려웠다. 하지만 슥 지나가는 RD80 ‘종달’을 보고는 깜짝놀라 비법을 물어보게 되었고, 마음 속으로 의식을 되뇌이고 되뇌였다. 오랜 인고의 시간 끝에 비법을 사자후로 내뱉으며 새육신을 얻게 되었다.",도깨비,,퐁당,중형,A,https://discord.com/channels/1284335991951200278/1284348353567526942
,RD76,R,DOKKEBI_584,"소영, 영수",,"‘소영’과 ‘영수’는 우애 좋은 남매이다. 이들은 언제나 붙어다녔기에, 돌에 붙은 영혼인 상태에서도 한 나뭇가지 옆에 붙어서 존재했다. 이들은 소심하고 착해, 딱히 육신을 얻고 싶다거나 혹은 영혼이 되어 자유를 얻고 싶다는 갈망은 없었는데, RD80 ‘종달’이 주변 영혼들에게 설명하는걸 듣다가 ‘소영’의 마음 속에서 그 주문이 꽂혀 중얼중얼 읊게 되었다. 그걸 들은 ‘영수’ 또한 함께 읊게 되었고, 이들은 자연스레 어느샌가 영혼과 돌이된 육신의 싱크가 맞는다는 신호인 문양이 드러나기 시작했다. 하지만 특별히 원하던 상태는 아니기에 그저 나무 곁에 붙어있는 중이다.",영혼,돌,퐁당,"소형, 소형",E,https://discord.com/channels/1284335991951200278/1284348381094744135
,RD77,R,DOKKEBI_585,찬수,번개의 의식 / -,"‘찬수’는 번개의 정령을 다루어, 빠르고 정확한 격투술이 능한 도깨비였으나, 결국 전쟁을 통해 여타 다른 ‘퐁당’지역의 도깨비들처럼 참수당했다. 육신을 워낙 잘다루던 과거를 떠올리며 영혼을 돌이된 육신과 싱크를 맞추려고 노력하던 중, RD80 ‘종달’이 아무렇지도 않게 지나가길래 깜짝 놀라 방법을 물었다. 그러자 별뜻없이 설명하던 ‘종달’이 본인이 새육신을 얻었을 때 외던 의식을 주문하며 ‘초승달 모양 방망이’로 ‘찬수’의 몸을 건드렸다. 순간, ‘찬수’의 돌의 육신과 영혼이 버무려지며 싱크가 맞게 되어 새 육신을 얻게 되었다. 하지만 ‘찬수’도 영문을 모르고, ‘종달’은 그저 생각없이 가던길을 갔다.",도깨비,,퐁당,중형,B,https://discord.com/channels/1284335991951200278/1284348434148622389
,RD78,R,DOKKEBI_586,아중,,"‘아중’은 RD80 ‘종달’에게 힌트를 얻어 비로소 돌이된 몸과 영혼의 싱크를 맞추는데 성공하는 중이다. 그가 되뇌이는 전통 의식은 ‘퐁당’의 기나긴 제례의식 중에서도 어떠 한 부분에 집중하였는데, 그에 영향을 받아서인지 몸에는 태양 문양인것 같기도, NUS의 문양인것 같기도 한 문양이 새겨지기 시작했다.",영혼,돌,퐁당,중형,D,https://discord.com/channels/1284335991951200278/1284348451089416242
,RD79,R,DOKKEBI_587,석진,,‘석진’은 영혼이 육신에 들어간 도깨비 보다는 영혼이 자연 사물에 들어간 정령에 호기심이 많았다. 이왕 영혼이 된 상태이기 때문에 정령이 되어보려는 욕심이 있다. 하지만 뜻대로는 되지 않고 있다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348473302450256
,RD80,R,DOKKEBI_588,종달,- / ‘종달’의 초승달 모양 방망이,"‘종달’은 일찍이 돌이된 육신을 영혼과 싱크를 맞추는 데에 성공했다. 그리하여 육신을 가진 도깨비로의 삶을 살고있는 중이다. ‘종달’이 이 어려운 일을 해낸 것에는 사실 과거 도깨비 시절에도 아무런 생각이 없었기 때문이다. 그렇기에 돌에 갇힌 영혼이었던 시절, ‘종달’은 다른이들과 다르게 특별한 사념 없이 그저 ‘퐁당’지역에 전해져 내려오는 전통 의식을 되뇌었을 뿐이다. 이러한 의식은 영혼의 길을 한곳에 집중시켰고, 비로소 육신과 몸이 하나가 되는 경지에 이르렀다. ‘종달’은 이렇게 ‘퐁당’지역에서 참수당한 영혼 중 최초로 돌의 몸을 영혼에 의해 제어되는 몸으로 만들어낸 도깨비가 되었다. 그는 특별한 생각 없이 그저 돌아다니며 돌에 묶인 영혼들이 비결을 물어보면 별뜻없이 이야기해주곤 한다. 그리고 ‘종달’이 스스로 깨닫지 못한 것이 하나 있다. 그것은 ‘종달’이 육신을 얻으면서 손에 붙어서 나온 ‘초승달 모양 방망이’의 신비한 힘인데, ‘종달’이 ‘퐁당’지역의 의식을 주문하며 방망이로 돌과 영혼을 두드리면, 돌과 영혼의 싱크가 맞춰진다는 것이다. 하지만 ‘종달’은 이 현상을 인식하지 못하고, 가끔씩 조언을 하다가 흥분해서 방망이로 치게 되는 순간, 상대 영혼과 육신의 돌이 싱크가 자연스럽게 맞게 되는 순간이 있었다.",도깨비,,퐁당,초소형,A,https://discord.com/channels/1284335991951200278/1284348490125934653
,RD81,R,DOKKEBI_589,자림,,"‘자림’은 돌이된 육신과의 싱크를 맞추는 방식을 거의 터득했다. ‘자림’이 여기까지 이르른 데에는 오래 전부터 ‘퐁당’지역에 전해져 내려온 전통 의식을 되뇌었기 때문인데, 이는 RD80 ‘종달’에게 전수받았다. 이러한 방법을 통해 돌이 된 몸을 본인의 육신으로 만들어낸 이들은 몸에 특유의 문양이 새겨져있다.",영혼,돌,퐁당,소형,C,https://discord.com/channels/1284335991951200278/1284348511730667593
,RD82,R,DOKKEBI_590, 석동지,,"QD9 ‘진호’, ‘호진’ 처럼 가끔 한 몸 속에 여러 자아가 있는 경우가 있다. ‘석동지’의 경우도 그러한 케이스인데, ‘진호’, ‘호진’과 다른 점은 정확히 분리가 되는 자아라기 보다는 어느정도 버무려져 있는 형태이다. 영혼이 된 상태가 되어서야 남들도, 스스로도 이것을 인식하게 되었다. 현재 육신의 돌에 묶여있는 상태이다.",영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348531473125529
,RD83,R,DOKKEBI_591,슬기,,"‘슬기’는 본의 아니게 돌이된 육신을 부여잡지 못하고 영혼이 쏙 빠져나오게 되었다. 이왕 이렇게 된 상태에서 영혼을 육신화 하는 방식을 모색하는 중이다. 그리하여 영혼이 물리 현상에 속박되지 않고 자유롭게 다닐 수 있음에도 불구하고, 한발 한발 내딛으며 땅을 느끼며 걸어다녀 보는 중이다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348584925331557
,RD84,R,DOKKEBI_592,아진,,"‘아진’은 평화주의자이다. 육신이 있던 시절에도 늘 평화를 꿈꿔왔다. 하지만 생각과는 다르게 큰 전쟁을 겪게 되었고, 결국 몸과 목이 분리되는 지경에 이르렀다. 평화를 갈망하는 그의 영혼은 몸과 목이 분리되는 순간 빠져나와 비로소 평화롭게 지내는 중이다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348606949888111
,RD85,R,DOKKEBI_593,명아,,"‘명아’는 육신이 있던 도깨비 시절에도 언제나 하늘을 나는 꿈을 꿨었다. 상공을 누비는 QD3 ‘성신’을 동경하며 따랐었던 과거의 꿈은, 육신이 있던 과거에는 이룰 수 없는 꿈이였다. 아이러니하게도, 전쟁에서 패배한 후 참수를 당하고 나서야 꿈을 이룰 수 있는 상황이 마련되었다. 현재 육신의 돌에서 벗어나 상공을 누비기 일보직전의 상태이다.",영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348625413214290
,RD86,R,DOKKEBI_594,진풍,,"‘진풍’ 역시 과거에 얽매이기 보다는, 자유를 갈망하여 속박하는 돌이된 육신에게서 벗어나고자 한다. 80프로 이상 벗어난 상태이다.",영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348644945956894
,RD87,R,DOKKEBI_595,류진,,"‘류진’은 지식이 아주 많은 도깨비였다. 일찍이 NUS와 진동에 대한 연구를 통해 ’퐁당‘ 지역의 여러 도깨비들에게 지식을 전파했다. 더군다나 매력이 넘쳐 주변 도깨비들의 구애를 많이 받았었다. 영혼이 된 지금, 효과적으로 돌과 하나가 되는 방법를 모색하고 있지만, 이론과 현실은 달랐다. 좀처럼 뜻대로 되질 않고 있다.",영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348669339893810
,RD88,R,DOKKEBI_596,변웅,,"‘변웅’은 생전에 힘 꽤나 쓰던 도깨비였다. 하지만 영혼이 되고나니 육신이 가지고 있던 능력치는 모두 상실되고 말았다. 가끔 마주치는 한동네 살던 영혼들이 과거와는 다르게 본인을 업신여기는 것을 보고 하루빨리 육신을 되찾아 본때를 보여주고 싶은 마음이다. 하지만 뜻대로 잘 되지 않아 아직까지 돌에 귀속되어 있을 뿐더러, 돌을 타고 자라는 식물조차 어떻게 하질 못한다.",영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348688491085854
,RD89,R,DOKKEBI_597,추동,,"‘추동’은 죽는 순간까지 억울했다. 본인이 원하지도 않는 전쟁에 이끌려 싸우다가 이 지경까지 이르렀다는 사실이 서럽고 분통했다. 죽으면 모든걸 잊고 새로운 기억을 갖고 살거나, 돌이 되어 모든걸 망각하고 싶었지만, 아이러니하게도 한이라는 강한 감정이 남아 또렷한 정신을 가진 영혼이 되어버렸다. 이는 돌의 육신에서 빠져나가게 된 계기가 되었다. 모든 상황이 어이없고 억울할 뿐이다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348705234747463
,RD90,R,DOKKEBI_598,안빈,,"‘안빈‘은 돌이 된 육신에서 빠져나온 영혼이다. ’표사자‘의 주민으로 행복하게 살았던 생전의 기억이 남아있지만, 육신이 없이 그저 이전의 기억의 장소에서 떠돌아 다닐 뿐이다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284348722947559424
,RD91,R,DOKKEBI_599,임슬,,‘임슬’은 정말로 돌이 되고 싶지 않다. 그래서 어떻게든 빠져나가고 싶다. 이미 돌과 싱크를 맞추어 온 정신으로 돌의 몸을 획득하는 것은 포기한지 오래다. 본인의 그릇이 거기까지 되지 않는다는 것은 사실 생전에도 알고 있던 것이였다. 지금은 그저 남아있는 기억들을 붙들고 어떻게든 자신으로서 존재하고 싶을 뿐이다. 돌이 되어 모든 기억을 망각하게 되면 그것은 스스로 본인이라 할 수 없는 존재가 된다고 생각하고 있다.,영혼,돌,퐁당,중형,E,https://discord.com/channels/1284335991951200278/1284348742060740629
